SKU;Nome do produto;Categoria;Subcategoria;Descricao curta;Descricao completa;Unidade de venda;Qtd por embalagem;Marca;URL da imagem;Status;Estoque;Tem Variacao
840029;Frigobar 120l Branco 110v;Outros;Outros;Produto profissional;;Galão (120L);1;;;Inativo;0;NAO
840030;Aspirador Po Liq Nt 20/1 220v;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
840031;Inversor Maquina De Solda Bantam Plus 220v;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
840032;Esmerilhadeira Gws850 220v M14+ 3 Discos;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
840033;Furadeira Imp Gsb13 Re 220v Maleta;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
840034;Serra Corte Rapida Portatil 355mm 220v M2401g;Outros;Outros;Produto profissional;;Embalagem (2401G);1;;;Inativo;0;NAO
840035;Grampeador Manual P/tapeceiro;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
840036;Televisor Smart Tv Led 43 J5290 Sansung;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
84212100;"Filtro Bco 7""c/refil E Rosca Ent/saida 1/2-polifil";Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
84212101;Refil De Carvao Ativado P/polifil 200 C/rosca 1/2;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
84518000;Conj Mop Po 60cm (refil+cabo Alum+armaçao) Bralimp;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;SIM
84729040;Perfurador 2 Furos 10 Fl;Outros;Outros;Produto profissional;;Unidade;1;Cis;;Inativo;0;SIM
850001;Fita Lto Ultri4 P/armaz Dados C/cap800gb/1.6tb-hp;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
850002;Lampada Led 9w Branca;Outros;Outros;Produto profissional;;Unidade;1;Kian;;Ativo;150;NAO
850003;Lampada Led 6,5w;Outros;Outros;Produto profissional;;Unidade;1;Glight;;Inativo;0;NAO
85232911;Midia De Dvd-rw;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
85234029;Cd-rw 80min 700mb;Outros;Outros;Produto profissional;;Unidade;1;Maxprint;;Inativo;0;SIM
85392200;Lampada Incand.clara 60w, 127v;Outros;Outros;Produto profissional;;Unidade;1;Osram;;Inativo;0;NAO
85393100;Lampada Fluor.tripla 15w 127v;Outros;Outros;Produto profissional;;Unidade;1;Silvania/Avant;;Ativo;3;SIM
87168000;Carro Armazem 200kg;Outros;Outros;Produto profissional;;Embalagem (200Kg);1;;;Inativo;0;NAO
900034;Vassoura Piaçava 28cm C/ 22 Furos;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;;;Ativo;1;NAO
90172000;Regua Cristal 30cm;Outros;Outros;Produto profissional;;Unidade;1;Bandeirante;;Ativo;17;SIM
9021000;Cha Hortela C/10 Saquinhos;Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Unidade;1;Marata;;Inativo;0;NAO
940001;Suporte Metalico P/pano M.uso Em Rolo;Outros;Outros;Produto profissional;;Unidade;1;Nobre;;Inativo;0;NAO
940002;Colchonete Trad Para Ginastica 100x45x3;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
940003;Apito Com Cordao Modelo Profissional Fox40;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
940004;Cronometro Eletronico Vollo Vl-4809;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
940005;Bola Oficial De Futsal Masculina Kagiva F5;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
940006;Mesa Poliet Retang C/pes Dobraveis C183xl76xa74;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
94018000;Cadeira Caixa Secretaria,em Tecido S/braço-frisoka;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;SIM
94037000;Mesa Poliet Retang C/pes Dobraveis C243xl75xa74;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;SIM
960001;Vassoura Piacava Cepo;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;;;Inativo;0;NAO
960002;Rodo Plastico 40 Cm;Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;;;Inativo;0;NAO
960003;Vassoura Pelo 40cm;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;;;Ativo;34;NAO
960004;Vassoura Sanitario Piaçava Cabo Plastico;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;;;Ativo;147;NAO
960005;Vassoura Piaçava Chapa;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;;;Inativo;0;NAO
960006;Vassoura Gari 40cm Piaçava C/cabo De 1,20m;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;;;Ativo;31;NAO
960007;Vassoura Sanitario Nylon;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;Buri;;Ativo;86;NAO
960008;Rodo Plastico 30 Cm;Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;;;Ativo;43;NAO
960009;Rodo Plastico 60 Cm;Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;Alves;;Inativo;0;NAO
960010;Vassoura Gari Nylon 40cm;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;79.20.00.00155738-6;;Ativo;6;NAO
960011;Vassoura Pelo Base Plast 60 Cm -buri;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;;;Ativo;12;NAO
960012;Cabo De Aluminio 1,40;Produtos de Limpeza;Limpa Alumínio;Produto profissional;;Unidade;1;Bettanin;;Inativo;0;NAO
960013;Rodo De Aluminio 40 Cm C/cabo De 1,5m;Produtos de Limpeza;Limpa Alumínio;Alta durabilidade;;Unidade;1;;;Inativo;0;NAO
960014;Rodo De Aluminio 60cm C/cabo De 1,50mt;Produtos de Limpeza;Limpa Alumínio;Alta durabilidade;;Unidade;1;;;Ativo;41;NAO
960015;Rodo De Aluminio 100cm C/cabo De 1,5m;Produtos de Limpeza;Limpa Alumínio;Alta durabilidade;;Unidade;1;;;Ativo;6;NAO
960016;Cabo De Aluminio C/rosca E Manopla 1,5m;Produtos de Limpeza;Limpa Alumínio;Produto profissional;;Unidade;1;R2000;;Ativo;21;NAO
960017;Luva C/ Aplicador De Cera 35cm S/cabo, Bralimpia;Outros;Outros;Auto brilho para pisos;;Unidade;1;;;Inativo;0;NAO
960018;Cabo Alum C/manopla 1,40m X 22m Azul;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
960019;Rodo Plastico 45cm Dry Azul Sem Cabo;Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;Bralimpia;;Inativo;0;NAO
960020;Rodo Plastico 55cm Dry Azul S/cabo;Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;Bralimpia;;Inativo;0;NAO
960021;Rodo Plastico 65cm Dry, Azul;Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;;;Inativo;0;NAO
960022;Haste Tpo Euro Plastica Azul;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
960023;Rodo Combinado 25cm S/ Cabo;Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;Bralimpia;;Ativo;3;NAO
960024;Vassoura Multiuso/noviça (9675c);Produtos de Limpeza;Limpador Multiuso;Uso interno, cerdas macias;;Unidade;1;Bettanin;;Ativo;28;NAO
960025;Rodo De Aluminio 50 Cm;Produtos de Limpeza;Limpa Alumínio;Alta durabilidade;;Unidade;1;;;Inativo;0;NAO
960026;Rodo De Aluminio 80 Cm;Produtos de Limpeza;Limpa Alumínio;Alta durabilidade;;Unidade;1;;;Inativo;0;NAO
960027;Vasculhador De Teto Sisal;Outros;Outros;Produto profissional;;Unidade;1;A.Douradas;;Ativo;27;NAO
960028;Vassoura De Canto Super Tupy (9021c);Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;Bettanin;;Inativo;0;NAO
960029;Vassoura Escovao C/cabo;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;;;Ativo;26;NAO
960030;Escova Oval S/alça;Outros;Outros;Produto profissional;;Unidade;1;;;Ativo;51;NAO
960031;Escova P/azulejos E Cantinhos (9139);Outros;Outros;Produto profissional;;Unidade;1;Bettanin;;Ativo;33;NAO
960032;Escova P/vaso C/suporte Sanilux/polial (9143);Outros;Outros;Produto profissional;;Unidade;1;;;Ativo;38;NAO
960033;Vassoura Casa E Rua C/cabo (9001c);Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;Bettanin;;Ativo;11;NAO
960034;Vassoura De Pelo Base Madeira 60 Cm;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;;;Inativo;0;NAO
960035;Suporte Plastico P/mop Umido Bettanin;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
960036;Presilha Suporte Plast Mop Umido;Outros;Outros;Produto profissional;;Unidade;1;;;Ativo;60;NAO
960037;Vassoura Nylon Multiuso;Produtos de Limpeza;Limpador Multiuso;Uso interno, cerdas macias;;Unidade;1;Polial;;Ativo;83;NAO
960038;Cabo Chapa De Aço C/rosca 120cm (9015);Alimentos - Bebidas e Mercearia;Café e Chás;Produto profissional;;Unidade;1;Bettanin;;Ativo;25;NAO
960039;Vassoura Patio Sintetica;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;Oriental;;Inativo;0;NAO
960040;Vassoura Gari Piaçava 60cm;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;;;Inativo;0;NAO
960041;Escova Limpa Grelha Aço C/cabo Plast;Outros;Outros;Produto profissional;;Unidade;1;Western;;Ativo;5;NAO
960043;Vassoura Piaçava Sintetica C/capa;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;Uranos;;Inativo;0;NAO
960044;Vassoura De Canto;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;Polial;;Ativo;10;NAO
960045;Espanador De Pena 20cm;Outros;Outros;Produto profissional;;Unidade;1;;;Ativo;1;NAO
960046;Rodo Combinado 35cm S/cabo;Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;Bralimpia;;Ativo;1;NAO
960047;Suporte P/mop Pó 60cm;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
960048;Armaçao Euro 40cm;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Ativo;9;NAO
960049;Armaçao Euro 60cm;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Ativo;3;NAO
960050;Espanador Eletrostatico;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Ativo;4;NAO
960051;Cabo De Aluminio 1,40 Amar;Produtos de Limpeza;Limpa Alumínio;Produto profissional;;Unidade;1;Bettanin;;Inativo;0;NAO
960052;Vassoura Lavatina;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;;;Ativo;27;NAO
960057;Cabo Extensor Aluminio C/rosca 4,5mt;Produtos de Limpeza;Limpa Alumínio;Alta durabilidade;;Unidade;1;Rodos2000;;Ativo;4;NAO
960058;Rodo Limpa Vidros 35cm C/cabo Ext 1,5;Produtos de Limpeza;Limpa Vidros;Alta durabilidade;;Unidade;1;Rodo2000;;Ativo;5;NAO
960059;Vassoura Patio Piaçava;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;Oriental;;Inativo;0;NAO
960060;Rodo Plastico 40 Cm;Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;Bettanin;;Inativo;0;NAO
960061;Rodo Plast.borracha Dupla 40cm (9054c);Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;Bettanin;;Ativo;14;NAO
960062;Vassoura Patio Sintetica C/cabo De 1,20m;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;Alves;;Ativo;91;NAO
960063;Rodo Limpa Vidros 22cm C/cabo Ext 1,5m;Produtos de Limpeza;Limpa Vidros;Alta durabilidade;;Unidade;1;Rodo2000;;Inativo;0;NAO
960064;Rodo Para Pia 16cm;Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;Plasutil;;Ativo;16;NAO
960065;Escova Oval C/alça;Outros;Outros;Produto profissional;;Unidade;1;-9144;;Ativo;12;NAO
960066;Escova Para Unhas (9138t);Outros;Outros;Produto profissional;;Unidade;1;;;Ativo;14;NAO
960067;Refil La E Borracha Limpa Vidros 22cm;Produtos de Limpeza;Limpa Vidros;Alta durabilidade;;Unidade;1;Rodos2000;;Ativo;20;NAO
960068;Escova Sanitaria C/suporte;Outros;Outros;Produto profissional;;Unidade;1;;;Ativo;9;NAO
960069;Vassoura De Pelo Animal 30 Cm;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;A.Douradas;;Inativo;0;NAO
960070;Cabo Alum C/punho Cinza1,50cm (cod 1354);Outros;Outros;Produto profissional;;Unidade;1;Rubberm;;Inativo;0;NAO
960071;Rodo Plast Cinza 65cm S/cabo (cod 1344);Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;Rubberm;;Inativo;0;NAO
960072;Cabo Alum C/manopl 1,40m X 22m Amarelo;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
960073;Cabo Alum C/manop 1,40m X 22m Vermelho;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
960074;Presilha Plast.s/cabo C/pinca Amarela;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
960075;Presilha Plast.s/cabo C/pinca Vermelha;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
960076;Ponteira Hexagonal C/mola;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Ativo;28;NAO
960077;Haste Tpo Euro Plastica Amarela;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
960078;Haste Tpo Euro Plastica Vermelha;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
960079;Vassoura Piaçava Chapa Plug;Utensílios de Limpeza;Vassouras;Uso interno, cerdas macias;;Unidade;1;A.Douradas;;Inativo;0;NAO
960080;Armaçao Profi 40cm;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Ativo;7;NAO
960081;Armaçao Profi 80cm;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Inativo;0;NAO
960082;Refil Mop Po 80 X 15 Cm - Profi;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Ativo;18;NAO
960083;Refil Mop Po 40 X 15 Cm - Profi;Outros;Outros;Produto profissional;;Unidade;1;Bralimpia;;Ativo;5;NAO
960084;Cabo De Madeira Natural Plastificado;Outros;Outros;Produto profissional;;Unidade;1;;;Inativo;0;NAO
960085;Caneta Esferog Que Apaga Bl-fr7 Azul;Outros;Outros;Produto profissional;;Unidade;1;Pilot;;Ativo;12;NAO
960086;Rodo Combinado 35cm (sp9061);Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;Bettanin;;Inativo;0;NAO
960087;Rodo Com Propulsor Completo 1,30cm;Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;;;Inativo;0;NAO
960088;Jogo Borrachas Rodo Propulsor 130cm;Utensílios de Limpeza;Rodos e Refis;Alta durabilidade;;Unidade;1;;;Inativo;0;NAO
960089;Refil Mop Umido 320g Loop Cru;Outros;Outros;Produto profissional;;Embalagem (320G);1;Bralimpia;;Inativo;0;NAO
960090;Balde Aplicador De Cera 35cm Azul;Utensílios de Limpeza;Baldes;Auto brilho para pisos;;Barrica (5L);1;Bralimpia;;Inativo;0;NAO
960091;Refil La E Borracha Limpa Vidros 35cm;Produtos de Limpeza;Limpa Vidros;Alta durabilidade;;Unidade;1;Rodos2000;;Ativo;6;NAO
960092;Funil Plastico;Outros;Outros;Produto profissional;;Unidade;1;;;Ativo;7;NAO
960093;Suporte P/bobina Fundo Estrela;Outros;Outros;Produto profissional;;Unidade;1;;;Ativo;4;NAO
960094;Cabo Extensor Aluminio C/rosca 6mt;Produtos de Limpeza;Limpa Alumínio;Alta durabilidade;;Unidade;1;Rodos2000;;Ativo;4;NAO
960095;Escova Limpa Grelha 3x1 36cm;Outros;Outros;Produto profissional;;Unidade;1;Mimo Style;;Ativo;24;NAO
96039000;Refil Mop Umido C/rosca (9117p);Outros;Outros;Produto profissional;;Unidade;1;Bettanin;;Inativo;0;SIM
96081000;Caneta Cristal Fina Azul;Outros;Outros;Produto profissional;;Unidade;1;Bic;;Ativo;153;SIM
96082000;Marcador P/quadro Bco Azul/verm E Pto CX C/12-bic;Outros;Outros;Produto profissional;;Caixa;1;;;Ativo;217;SIM
96084000;Lapiseira Grafite 0,7;Outros;Outros;Produto profissional;;Unidade;1;Mercur;;Inativo;0;SIM
96092000;Mina Grafite 0.7mm C/12un;Outros;Outros;Produto profissional;;Caixa;12;Leonora;;Ativo;46;SIM
96122000;Almofada P/carimbo Azul;Outros;Outros;Produto profissional;;Unidade;1;Japan;;Ativo;11;SIM
[390083;Saco P/lixo 40 LT Preto 45x52;Papel e Descartáveis;Sacos para Lixo;Resistente, para coleta seletiva;;Galão (40L);1;Rava;;Ativo;246;NAO
